PO Number,PO Date,Product,Quantity,Due Date
9434,2022-10-06,Orange,2,2022-12-08
3976,2022-10-09,Apple,3,2022-12-09
3705,2022-09-03,Apple,6,2022-11-10
4845,2022-09-19,Banana,6,2022-11-24
1501,2022-05-12,Orange,10,2022-07-15
7535,2022-04-02,Orange,3,2022-07-11
8023,2022-11-01,Apple,10,2022-12-26
4380,2022-05-10,Apple,9,2022-07-22
7445,2022-07-14,Apple,1,2022-09-26
5148,2022-08-27,Orange,4,2022-11-09
4162,2022-12-19,Apple,2,2023-03-06
7175,2022-02-22,Apple,3,2022-05-31
5388,2022-12-21,Orange,10,2023-03-07
6277,2022-07-22,Banana,4,2022-10-20
4199,2022-06-27,Orange,2,2022-09-03
5158,2022-07-13,Orange,5,2022-09-01
3654,2022-02-27,Orange,8,2022-05-08
5039,2022-04-18,Banana,1,2022-06-11
2442,2022-06-08,Orange,10,2022-09-15
5833,2022-03-27,Apple,5,2022-06-29
5582,2022-11-09,Banana,5,2023-02-16
1531,2022-07-23,Banana,9,2022-09-16
4290,2022-01-26,Banana,5,2022-03-28
7975,2022-07-06,Apple,2,2022-09-15
9984,2022-11-18,Banana,4,2023-02-22
8404,2022-06-02,Orange,5,2022-08-13
8695,2022-05-20,Apple,2,2022-08-07
7620,2022-04-18,Banana,7,2022-07-20
1377,2022-07-25,Apple,10,2022-10-26
6379,2022-12-01,Orange,3,2023-02-16
1579,2022-07-03,Orange,4,2022-09-17
2795,2022-12-02,Banana,10,2023-02-23
1971,2022-01-18,Orange,10,2022-04-01
5259,2022-02-07,Banana,8,2022-04-04
4109,2022-01-04,Orange,4,2022-03-17
5805,2022-01-20,Apple,5,2022-04-30
2810,2022-03-17,Banana,9,2022-05-20
9585,2022-03-24,Apple,5,2022-05-17
9227,2022-09-11,Orange,3,2022-11-26
1984,2022-09-08,Apple,7,2022-12-13
7142,2022-09-28,Banana,10,2022-11-26
6650,2022-03-01,Banana,9,2022-05-21
6154,2022-07-26,Orange,5,2022-10-10
1701,2022-08-12,Apple,10,2022-10-06
7196,2022-02-21,Banana,6,2022-05-18
1445,2022-07-13,Orange,2,2022-09-18
7048,2022-03-20,Apple,6,2022-05-30
6908,2022-03-01,Orange,10,2022-05-05
7378,2022-09-22,Banana,8,2022-11-14
9430,2022-07-20,Banana,2,2022-10-03
1195,2022-03-17,Banana,9,2022-05-30
4424,2022-12-09,Apple,5,2023-03-02
3719,2022-09-10,Orange,10,2022-11-07
8783,2022-03-14,Apple,3,2022-06-14
5521,2022-03-15,Apple,2,2022-05-14
8077,2022-06-01,Apple,8,2022-07-30
4772,2022-12-10,Orange,5,2023-02-21
1374,2022-01-01,Orange,2,2022-03-25
2608,2022-06-05,Apple,5,2022-08-04
9530,2022-08-11,Apple,10,2022-10-08
6558,2022-02-07,Apple,2,2022-05-18
3183,2022-01-13,Orange,4,2022-03-19
4943,2022-08-02,Apple,3,2022-10-15
5812,2022-08-10,Apple,5,2022-11-05
6204,2022-03-23,Apple,1,2022-07-01
6298,2022-11-06,Orange,3,2023-01-24
2887,2022-06-12,Banana,4,2022-08-10
5404,2022-04-19,Orange,1,2022-07-06
4664,2022-05-10,Orange,2,2022-07-30
5434,2022-06-20,Apple,4,2022-09-25
6101,2022-11-19,Apple,2,2023-01-27
1100,2022-11-06,Banana,2,2023-01-21
5118,2022-11-27,Orange,2,2023-01-27
6488,2022-10-02,Orange,10,2022-11-26
1987,2022-04-18,Banana,10,2022-07-22
6170,2022-03-02,Banana,6,2022-05-06
8554,2022-04-22,Orange,9,2022-07-03
9686,2022-12-15,Banana,7,2023-03-07
9465,2022-01-25,Apple,3,2022-03-18
6018,2022-02-22,Banana,6,2022-05-13
8012,2022-07-24,Banana,5,2022-10-16
2349,2022-11-27,Orange,10,2023-01-17
5317,2022-06-13,Apple,2,2022-08-26
1844,2022-01-06,Banana,6,2022-03-17
1199,2022-04-27,Orange,4,2022-06-17
1058,2022-02-17,Orange,3,2022-05-09
9145,2022-04-16,Orange,10,2022-07-12
4102,2022-09-11,Banana,10,2022-11-25
4860,2022-11-21,Apple,6,2023-02-17
2494,2022-04-02,Banana,7,2022-07-04
4023,2022-07-07,Banana,6,2022-09-04
2564,2022-11-10,Orange,9,2023-02-06
2583,2022-08-22,Orange,9,2022-11-03
4449,2022-12-14,Banana,10,2023-02-26
4469,2022-05-13,Orange,8,2022-08-10
1728,2022-01-09,Banana,8,2022-03-06
1001,2022-12-07,Banana,6,2023-02-22
8570,2022-06-25,Apple,2,2022-09-24
6941,2022-09-13,Apple,5,2022-11-11
5349,2022-02-27,Banana,6,2022-05-05
2512,2022-10-08,Banana,9,2022-12-11
6828,2022-10-03,Orange,3,2023-01-07
8291,2022-04-19,Apple,3,2022-06-27
4841,2022-07-28,Apple,3,2022-09-17
8345,2022-12-07,Banana,8,2023-03-14
2107,2022-07-20,Banana,3,2022-09-13
4127,2022-03-13,Orange,6,2022-05-22
3828,2022-07-18,Apple,2,2022-10-05
7128,2022-07-18,Apple,9,2022-10-06
1657,2022-03-19,Orange,8,2022-05-24
8948,2022-05-07,Banana,9,2022-07-19
3026,2022-06-23,Banana,8,2022-08-28
5943,2022-04-17,Banana,2,2022-07-22
1938,2022-07-23,Orange,2,2022-09-26
7720,2022-11-09,Orange,6,2023-01-14
1177,2022-07-17,Apple,10,2022-10-08
2155,2022-12-17,Apple,9,2023-03-24
9813,2022-02-28,Banana,10,2022-05-13
1127,2022-03-21,Banana,5,2022-05-28
4238,2022-07-19,Orange,10,2022-10-25
9551,2022-07-28,Orange,7,2022-09-16
2376,2022-04-15,Banana,1,2022-07-01
7934,2022-09-25,Apple,1,2023-01-01
6494,2022-03-02,Banana,8,2022-05-07
9369,2022-08-05,Orange,5,2022-09-28
9180,2022-12-27,Apple,4,2023-03-10
5083,2022-09-18,Banana,4,2022-12-15
1551,2022-09-23,Apple,7,2023-01-01
9297,2022-01-19,Banana,9,2022-03-13
5832,2022-03-25,Banana,9,2022-06-02
8595,2022-09-05,Banana,10,2022-11-28
8521,2022-09-03,Banana,9,2022-10-27
9542,2022-03-15,Apple,6,2022-06-04
8902,2022-01-14,Apple,3,2022-03-16
5544,2022-05-12,Orange,8,2022-07-12
9706,2022-05-26,Apple,3,2022-08-27
1480,2022-09-13,Orange,9,2022-11-30
3610,2022-04-26,Orange,10,2022-07-01
6610,2022-02-13,Orange,8,2022-05-08
6174,2022-10-10,Apple,3,2022-12-07
1846,2022-11-18,Apple,10,2023-01-16
3580,2022-04-14,Orange,9,2022-06-06
4957,2022-06-11,Orange,4,2022-08-20
2163,2022-03-05,Apple,7,2022-05-22
8052,2022-04-02,Orange,7,2022-06-24
9182,2022-06-16,Orange,10,2022-09-08
2890,2022-09-07,Banana,8,2022-11-17
3917,2022-05-08,Banana,4,2022-06-28
1305,2022-06-01,Banana,4,2022-07-22
2956,2022-04-07,Apple,9,2022-07-14
3677,2022-06-12,Orange,6,2022-08-08
2387,2022-08-19,Apple,7,2022-11-01
9894,2022-06-05,Banana,9,2022-08-23
9598,2022-02-25,Banana,4,2022-04-25
8664,2022-09-20,Apple,1,2022-12-18
6754,2022-06-22,Apple,3,2022-09-07
2427,2022-10-15,Orange,8,2022-12-30
8630,2022-02-27,Orange,9,2022-04-19
7323,2022-04-23,Apple,7,2022-07-15
8154,2022-02-26,Orange,10,2022-05-27
8278,2022-09-26,Apple,6,2022-12-06
7459,2022-11-18,Orange,10,2023-02-20
5941,2022-07-18,Orange,1,2022-09-16
8921,2022-04-24,Apple,2,2022-06-22
7649,2022-05-23,Banana,3,2022-08-13
1958,2022-09-03,Orange,1,2022-11-23
5379,2022-07-10,Banana,8,2022-10-07
1164,2022-09-14,Apple,1,2022-11-17
3290,2022-08-11,Banana,7,2022-10-19
6373,2022-08-23,Apple,2,2022-10-30
3385,2022-01-18,Apple,6,2022-03-11
6034,2022-02-03,Apple,1,2022-04-12
1502,2022-07-03,Apple,4,2022-09-29
5557,2022-11-23,Banana,4,2023-02-24
7842,2022-09-24,Banana,10,2022-12-30
5271,2022-09-25,Orange,9,2022-12-05
2928,2022-06-10,Apple,2,2022-08-22
7989,2022-08-10,Orange,8,2022-11-15
6662,2022-01-14,Apple,1,2022-04-17
5309,2022-07-01,Banana,2,2022-09-01
2846,2022-12-04,Orange,7,2023-01-24
6671,2022-01-19,Orange,9,2022-04-10
7766,2022-04-11,Apple,4,2022-06-08
9573,2022-08-15,Banana,7,2022-11-23
8294,2022-04-03,Apple,7,2022-06-27
8288,2022-07-05,Orange,7,2022-10-05
1306,2022-08-10,Orange,2,2022-10-21
6575,2022-11-02,Banana,10,2023-01-30
6384,2022-09-11,Orange,2,2022-12-12
9281,2022-08-15,Banana,5,2022-10-26
8864,2022-07-16,Banana,2,2022-09-11
8692,2022-04-25,Orange,5,2022-08-02
9378,2022-01-27,Banana,4,2022-04-03
7951,2022-02-17,Apple,7,2022-05-16
3060,2022-08-24,Apple,8,2022-11-12
4172,2022-05-05,Banana,8,2022-07-26
6845,2022-04-06,Banana,2,2022-07-03
8672,2022-02-01,Banana,3,2022-04-06
7969,2022-12-07,Banana,9,2023-03-13
6203,2022-09-03,Orange,10,2022-12-10
2567,2022-03-22,Apple,1,2022-05-30
3862,2022-02-06,Apple,4,2022-04-22
5597,2022-11-22,Orange,9,2023-01-23
3966,2022-11-18,Orange,3,2023-01-19
3801,2022-04-05,Apple,9,2022-06-04
4481,2022-06-13,Orange,10,2022-08-06
6019,2022-10-20,Apple,9,2023-01-26
7107,2022-03-24,Orange,5,2022-06-17
4953,2022-12-08,Orange,5,2023-02-06
2738,2022-03-20,Orange,10,2022-06-11
4479,2022-10-01,Orange,7,2023-01-06
4657,2022-07-25,Banana,1,2022-10-01
1424,2022-02-07,Orange,6,2022-04-16
6688,2022-01-16,Apple,3,2022-03-31
3785,2022-06-01,Orange,10,2022-09-02
4859,2022-11-16,Apple,1,2023-02-21
7965,2022-01-21,Orange,10,2022-03-26
5623,2022-06-01,Apple,9,2022-07-30
8471,2022-04-26,Banana,8,2022-06-27
2018,2022-08-02,Banana,8,2022-11-01
9439,2022-10-06,Banana,10,2022-11-28
9678,2022-04-12,Orange,5,2022-06-25
5754,2022-05-15,Apple,4,2022-08-19
6924,2022-03-08,Orange,3,2022-05-11
1418,2022-01-02,Orange,6,2022-04-03
1461,2022-01-28,Apple,8,2022-04-23
2582,2022-11-18,Apple,10,2023-02-22
4446,2022-11-18,Banana,6,2023-01-23
8923,2022-02-13,Banana,4,2022-05-14
4827,2022-04-19,Orange,6,2022-07-11
5041,2022-05-14,Orange,5,2022-07-26
2027,2022-09-01,Orange,7,2022-10-23
5312,2022-03-23,Apple,2,2022-06-12
6706,2022-06-15,Banana,3,2022-08-09
4069,2022-05-04,Banana,3,2022-06-29
2504,2022-04-18,Banana,10,2022-06-30
4574,2022-02-25,Orange,7,2022-05-04
3150,2022-07-06,Apple,4,2022-09-15
8570,2022-10-25,Banana,2,2023-01-31
4347,2022-01-10,Banana,4,2022-04-01
9824,2022-07-15,Apple,9,2022-10-23
8419,2022-02-15,Apple,9,2022-04-06
1076,2022-04-06,Orange,7,2022-07-07
1128,2022-04-17,Banana,4,2022-07-16
5956,2022-10-24,Apple,8,2023-01-25
2744,2022-02-11,Banana,7,2022-04-30
7855,2022-04-23,Banana,7,2022-07-10
3828,2022-09-14,Banana,10,2022-11-21
1544,2022-06-13,Orange,6,2022-08-04
1251,2022-03-15,Orange,8,2022-05-23
2893,2022-09-15,Apple,7,2022-12-08
4319,2022-11-15,Orange,3,2023-01-18
4661,2022-09-26,Banana,5,2022-12-08
8458,2022-01-22,Orange,1,2022-03-20
1425,2022-01-28,Banana,7,2022-04-07
1535,2022-07-23,Apple,4,2022-10-25
9154,2022-08-14,Banana,8,2022-11-03
6128,2022-05-17,Banana,3,2022-07-21
4178,2022-11-28,Apple,4,2023-02-10
2235,2022-09-05,Apple,5,2022-11-18
7763,2022-05-10,Orange,10,2022-08-06
5666,2022-03-12,Orange,5,2022-05-27
6068,2022-07-15,Banana,10,2022-10-20
9110,2022-10-15,Orange,9,2022-12-14
5374,2022-05-26,Banana,9,2022-09-03
4996,2022-12-17,Apple,10,2023-02-10
9976,2022-10-01,Orange,8,2023-01-05
1892,2022-03-08,Orange,7,2022-05-18
5860,2022-09-11,Orange,6,2022-12-10
9095,2022-10-13,Orange,3,2023-01-09
4926,2022-07-03,Apple,6,2022-09-18
1506,2022-08-21,Orange,3,2022-11-16
1456,2022-03-25,Orange,10,2022-06-15
2182,2022-09-12,Banana,6,2022-11-07
9761,2022-06-05,Apple,6,2022-08-31
2970,2022-04-25,Apple,5,2022-07-15
3839,2022-07-14,Apple,8,2022-09-23
3115,2022-06-07,Banana,10,2022-07-30
1602,2022-03-13,Banana,9,2022-05-16
1396,2022-01-23,Orange,1,2022-03-26
1125,2022-07-22,Banana,6,2022-10-21
4985,2022-03-11,Banana,6,2022-05-26
1069,2022-05-01,Orange,4,2022-07-16
3804,2022-08-09,Apple,3,2022-10-04
5278,2022-05-12,Orange,5,2022-07-19
2412,2022-03-18,Apple,5,2022-05-26
4404,2022-10-18,Orange,1,2023-01-26
1209,2022-05-28,Banana,1,2022-08-25
1255,2022-02-22,Apple,3,2022-05-29
8462,2022-05-08,Apple,8,2022-07-01
1562,2022-08-15,Apple,3,2022-10-17
3897,2022-01-05,Banana,4,2022-03-20
7043,2022-04-03,Banana,3,2022-06-18
5839,2022-09-26,Orange,7,2022-11-26
8974,2022-08-11,Orange,8,2022-10-26
5520,2022-02-01,Banana,1,2022-04-20
1209,2022-10-01,Orange,9,2022-12-28
3657,2022-08-16,Apple,3,2022-10-08
5399,2022-03-20,Banana,1,2022-05-30
9130,2022-02-09,Banana,10,2022-05-18
1058,2022-09-09,Banana,2,2022-12-10
5552,2022-04-01,Banana,3,2022-07-04
3079,2022-09-25,Apple,1,2022-12-25
4743,2022-02-26,Orange,4,2022-05-04
6547,2022-09-25,Banana,9,2022-12-15
5719,2022-03-22,Apple,2,2022-06-05
8821,2022-08-14,Banana,8,2022-11-15
4499,2022-12-18,Orange,6,2023-03-25
4465,2022-03-25,Orange,7,2022-06-30
7670,2022-05-11,Apple,2,2022-07-21
5973,2022-12-14,Banana,7,2023-03-04
7633,2022-10-16,Apple,8,2022-12-12
5906,2022-05-16,Apple,1,2022-07-20
9338,2022-04-09,Orange,7,2022-06-08
3730,2022-04-01,Orange,6,2022-06-20
2514,2022-05-18,Orange,1,2022-07-22
6764,2022-05-13,Banana,1,2022-08-06
4150,2022-03-24,Orange,7,2022-06-04
6760,2022-02-21,Orange,2,2022-05-16
8155,2022-03-25,Orange,3,2022-05-28
7421,2022-10-01,Orange,9,2022-12-04
8618,2022-06-06,Orange,3,2022-08-11
5815,2022-03-13,Banana,3,2022-05-27
3813,2022-08-21,Banana,8,2022-10-26
2437,2022-07-11,Banana,6,2022-09-09
8799,2022-01-28,Banana,1,2022-03-28
5527,2022-09-08,Apple,9,2022-11-22
5639,2022-01-07,Orange,6,2022-04-09
3108,2022-05-01,Orange,9,2022-06-25
8009,2022-05-06,Banana,8,2022-07-26
6153,2022-04-06,Banana,1,2022-06-10
1612,2022-02-01,Orange,2,2022-04-20
8204,2022-12-20,Banana,2,2023-03-08
9055,2022-12-22,Orange,7,2023-02-10
3374,2022-06-23,Orange,4,2022-09-01
8580,2022-09-11,Banana,1,2022-11-14
7593,2022-09-15,Apple,2,2022-11-30
3688,2022-09-14,Orange,6,2022-11-25
2324,2022-10-15,Apple,8,2023-01-15
9694,2022-11-25,Orange,5,2023-02-23
2044,2022-12-28,Orange,8,2023-03-04
4649,2022-10-25,Orange,9,2023-01-06
8405,2022-09-28,Banana,9,2022-12-06
3568,2022-05-10,Orange,10,2022-08-06
7657,2022-03-11,Banana,10,2022-06-05
3441,2022-08-04,Banana,8,2022-09-24
5470,2022-08-14,Banana,5,2022-11-20
2376,2022-06-26,Apple,5,2022-08-20
9804,2022-12-21,Banana,3,2023-03-01
2033,2022-06-17,Orange,10,2022-09-14
9122,2022-02-09,Banana,7,2022-04-28
6798,2022-09-18,Apple,9,2022-11-27
5782,2022-05-16,Banana,7,2022-08-22
9516,2022-10-09,Orange,6,2023-01-03
7480,2022-04-09,Banana,6,2022-06-24
3398,2022-01-12,Apple,3,2022-03-23
5510,2022-05-19,Orange,9,2022-08-05
1290,2022-05-12,Apple,7,2022-07-14
7347,2022-04-13,Apple,1,2022-07-08
2131,2022-04-18,Orange,2,2022-06-12
6578,2022-12-18,Orange,6,2023-03-12
9367,2022-07-08,Apple,5,2022-09-06
1262,2022-03-24,Orange,5,2022-05-29
2044,2022-02-24,Banana,1,2022-05-25
4249,2022-07-01,Banana,1,2022-08-25
2947,2022-12-18,Apple,3,2023-03-09
6651,2022-07-22,Apple,4,2022-10-29
1909,2022-09-02,Orange,6,2022-10-25
1625,2022-10-24,Apple,8,2023-01-31
6680,2022-06-16,Banana,4,2022-08-29
9442,2022-06-05,Orange,10,2022-09-12
3005,2022-01-15,Orange,4,2022-03-31
4542,2022-10-10,Banana,5,2023-01-16
5098,2022-08-07,Orange,1,2022-10-03
6788,2022-09-10,Banana,9,2022-11-14
3331,2022-09-05,Banana,8,2022-11-03
3458,2022-12-20,Orange,9,2023-03-26
1870,2022-02-16,Orange,9,2022-04-21
9877,2022-09-14,Apple,5,2022-11-07
8833,2022-03-11,Apple,2,2022-06-11
9885,2022-10-11,Orange,5,2023-01-04
6751,2022-01-19,Apple,5,2022-03-21
9419,2022-10-03,Banana,3,2023-01-11
8872,2022-08-03,Apple,7,2022-09-29
1389,2022-05-22,Banana,2,2022-08-04
6698,2022-08-21,Apple,1,2022-11-13
6173,2022-01-02,Orange,2,2022-03-23
6016,2022-02-17,Banana,9,2022-05-05
5337,2022-10-09,Orange,7,2022-12-22
2166,2022-12-25,Banana,4,2023-03-14
8608,2022-04-23,Banana,7,2022-07-01
2165,2022-01-06,Apple,5,2022-03-07
9206,2022-01-19,Banana,4,2022-03-31
7454,2022-04-14,Apple,10,2022-06-14
4899,2022-02-04,Apple,5,2022-05-15
7178,2022-05-19,Banana,2,2022-07-19
5264,2022-10-13,Banana,8,2023-01-05
6014,2022-02-23,Orange,3,2022-05-14
9641,2022-08-27,Banana,3,2022-10-31
5439,2022-11-07,Banana,9,2023-01-30
3276,2022-08-23,Banana,7,2022-12-01
8562,2022-01-12,Banana,4,2022-03-31
1303,2022-09-20,Apple,4,2022-12-14
7018,2022-09-19,Orange,9,2022-12-18
5154,2022-12-24,Banana,5,2023-03-19
9881,2022-01-18,Apple,2,2022-04-11
5339,2022-12-13,Apple,1,2023-03-06
4950,2022-11-10,Orange,7,2023-01-20
2479,2022-08-13,Apple,7,2022-10-05
5967,2022-05-07,Apple,9,2022-08-12
2780,2022-09-27,Orange,2,2022-12-27
8108,2022-09-10,Apple,8,2022-12-14
6976,2022-05-14,Apple,3,2022-08-22
7263,2022-08-06,Banana,6,2022-10-23
8198,2022-10-16,Banana,6,2022-12-16
5832,2022-06-14,Apple,2,2022-08-21
1348,2022-02-26,Orange,7,2022-04-28
3118,2022-04-06,Orange,7,2022-06-07
4169,2022-04-10,Apple,6,2022-06-16
7494,2022-05-12,Banana,3,2022-08-13
5740,2022-06-23,Orange,3,2022-08-27
7205,2022-06-28,Apple,10,2022-09-10
8250,2022-04-08,Banana,3,2022-07-08
2820,2022-09-08,Orange,7,2022-11-25
8517,2022-10-09,Orange,6,2022-11-30
9317,2022-04-23,Apple,9,2022-07-28
5391,2022-09-02,Orange,7,2022-12-01
6601,2022-03-19,Banana,10,2022-06-05
7620,2022-02-03,Apple,2,2022-04-03
3753,2022-07-19,Orange,6,2022-10-09
2638,2022-04-13,Apple,4,2022-07-10
4385,2022-08-13,Banana,1,2022-10-26
6099,2022-11-28,Apple,6,2023-02-14
4995,2022-09-12,Banana,3,2022-12-14
4371,2022-06-19,Orange,10,2022-08-08
8184,2022-08-25,Banana,10,2022-12-01
3505,2022-05-21,Banana,7,2022-08-19
5064,2022-05-27,Apple,8,2022-09-01
9088,2022-04-25,Apple,7,2022-06-17
2590,2022-10-09,Orange,4,2022-12-04
1731,2022-10-26,Apple,8,2023-01-02
7456,2022-08-02,Banana,4,2022-10-04
4058,2022-03-21,Banana,3,2022-06-09
9013,2022-06-17,Orange,4,2022-09-21
2950,2022-12-09,Orange,8,2023-02-07
1138,2022-11-16,Apple,1,2023-02-04
9088,2022-04-01,Apple,10,2022-06-09
1597,2022-06-04,Apple,5,2022-07-30
8386,2022-10-14,Apple,1,2023-01-20
5152,2022-06-25,Orange,5,2022-09-02
6919,2022-12-15,Banana,10,2023-03-22
8658,2022-08-07,Orange,8,2022-10-13
5078,2022-06-19,Apple,10,2022-09-25
5466,2022-11-13,Banana,6,2023-02-10
4495,2022-02-01,Orange,6,2022-04-23
2786,2022-05-21,Orange,7,2022-08-28
1235,2022-08-06,Banana,4,2022-09-25
8463,2022-07-03,Apple,7,2022-08-24
6373,2022-03-01,Apple,8,2022-05-12
1368,2022-02-24,Apple,1,2022-05-12
1115,2022-10-23,Orange,10,2022-12-25
5179,2022-08-28,Banana,5,2022-10-20
1901,2022-05-21,Orange,2,2022-07-18
5696,2022-04-25,Orange,7,2022-07-11
1832,2022-08-01,Banana,3,2022-09-25
9892,2022-03-18,Banana,8,2022-05-14
4069,2022-04-08,Apple,3,2022-07-05
3430,2022-10-25,Apple,7,2023-01-04
1831,2022-06-09,Orange,3,2022-08-01
3453,2022-12-20,Apple,10,2023-03-07
1063,2022-07-01,Apple,2,2022-08-26
6799,2022-04-08,Banana,8,2022-06-23
4395,2022-02-07,Apple,8,2022-04-30
2830,2022-10-14,Apple,7,2023-01-06
9104,2022-09-28,Orange,2,2022-12-06
2597,2022-12-07,Banana,1,2023-02-02
7730,2022-04-17,Apple,10,2022-07-19
7740,2022-04-07,Banana,8,2022-07-04
1758,2022-06-06,Orange,8,2022-09-10
3602,2022-03-03,Orange,8,2022-05-21
7390,2022-06-20,Banana,5,2022-08-10
8606,2022-08-23,Apple,10,2022-11-15
6587,2022-10-14,Orange,4,2022-12-19
7963,2022-09-16,Orange,3,2022-12-09
8286,2022-02-06,Orange,1,2022-04-14
7957,2022-06-10,Orange,3,2022-08-13
3491,2022-12-18,Banana,9,2023-02-12
1962,2022-06-26,Apple,9,2022-09-14
3589,2022-04-01,Apple,1,2022-07-10
8079,2022-02-10,Orange,3,2022-04-25
7745,2022-06-15,Orange,1,2022-08-12
6667,2022-01-24,Orange,8,2022-04-06
1469,2022-08-21,Orange,4,2022-10-17
5508,2022-09-11,Apple,5,2022-12-15
8924,2022-01-06,Banana,6,2022-04-15
8705,2022-02-09,Apple,6,2022-05-07
9431,2022-05-22,Apple,5,2022-08-18
2275,2022-11-06,Apple,1,2023-01-27
4513,2022-02-01,Orange,8,2022-05-02
3416,2022-03-05,Banana,2,2022-05-19
2967,2022-10-01,Apple,6,2022-12-12
3839,2022-02-28,Apple,3,2022-05-26
7697,2022-07-17,Apple,3,2022-10-10
7505,2022-04-01,Orange,3,2022-05-22
8653,2022-01-06,Banana,4,2022-03-30
5415,2022-12-13,Orange,1,2023-02-19
6413,2022-05-24,Apple,5,2022-07-28
2957,2022-02-22,Banana,7,2022-05-15
9850,2022-03-06,Banana,10,2022-05-20
1044,2022-02-26,Apple,7,2022-04-19
3819,2022-06-04,Orange,1,2022-08-23
9539,2022-12-11,Orange,5,2023-02-08
7234,2022-12-03,Banana,2,2023-03-08
2711,2022-07-11,Banana,2,2022-09-19
3158,2022-07-06,Banana,4,2022-09-09
7030,2022-02-01,Apple,2,2022-04-25
4407,2022-11-21,Orange,2,2023-01-12
